Internet Archive ID,BHL Item ID,BHL Page ID,Sequence,Page Number,Page Type,Has Illustration,"Has Illustration
(Manual Check)",Notes
mobot31753002207543,88793,27909611,97,Page 88,Text,No,,
mobot31753002207543,88793,27909612,98,Page 89,Text,No,,
mobot31753002207543,88793,27909613,99,Page 90,Text,No,,
mobot31753002207543,88793,27909614,100,Page 91,Text,No,,
mobot31753002207543,88793,27909615,101,Page 92,Text,No,,
mobot31753002207543,88793,27909616,102,Page 93,Text,No,,
mobot31753002207543,88793,27909617,103,Page 94,Text,No,,
mobot31753002207543,88793,27909618,104,Page 95,Text,No,,
mobot31753002207543,88793,27909619,105,Page 96,Text,No,,
mobot31753002207543,88793,27909620,106,Page 97,Text,No,,
mobot31753002207543,88793,27909621,107,Page 98,Text,No,,
mobot31753002207543,88793,27909622,108,Page 99,Text,No,,
mobot31753002207543,88793,27909623,109,Page 100,Text,No,,
mobot31753002207543,88793,27909624,110,Page 101,Text,No,,
mobot31753002207543,88793,27909625,111,Page 102,Text,No,,
mobot31753002207543,88793,27909626,112,Page 103,Text,No,,
mobot31753002207543,88793,27909627,113,Page 104,Text,No,,
mobot31753002207543,88793,27909628,114,Page 105,Text,No,,
mobot31753002207543,88793,27909629,115,Page 106,Text,No,,
mobot31753002207543,88793,27909630,116,Page 107,Text,No,,
mobot31753002207543,88793,27909631,117,Page 108,Text,No,,
mobot31753002207543,88793,27909632,118,Page 109,Text,No,,
mobot31753002207543,88793,27909633,119,Page 110,Text,No,,
mobot31753002207543,88793,27909634,120,Page 111,Text,No,,
mobot31753002207543,88793,27909635,121,Page 112,Text,No,,
mobot31753002207543,88793,27909636,122,Page 113,Text,No,,
mobot31753002207543,88793,27909637,123,Page 114,Text,No,,
mobot31753002207543,88793,27909638,124,Page 115,Text,No,,
mobot31753002207543,88793,27909639,125,Page 116,Text,No,,
mobot31753002207543,88793,27909640,126,Page 117,Text,No,,
mobot31753002207543,88793,27909641,127,Page 118,Text,No,,
mobot31753002207543,88793,27909642,128,Page 119,Text,No,,
mobot31753002207543,88793,27909643,129,Page 120,Text,No,,
mobot31753002207543,88793,27909644,130,Page 121,Text,No,,
mobot31753002207543,88793,27909645,131,Page 122,Text,No,,
mobot31753002207543,88793,27909646,132,Page 123,Text,No,,
mobot31753002207543,88793,27909647,133,Page 124,Text,No,,
mobot31753002207543,88793,27909648,134,Page 125,Text,No,,
mobot31753002207543,88793,27909649,135,Page 126,Text,No,,
mobot31753002207543,88793,27909650,136,Page 127,Text,No,,
mobot31753002207543,88793,27909651,137,Page 128,Text,No,,
mobot31753002207543,88793,27909652,138,Page 129,Text,No,,
mobot31753002207543,88793,27909653,139,Page 130,Text,No,,
mobot31753002207543,88793,27909654,140,Page 131,Text,No,,
mobot31753002207543,88793,27909655,141,Page 132,Text,No,,
mobot31753002207543,88793,27909656,142,Page 133,Text,No,,
mobot31753002207543,88793,27909657,143,Page 134,Text,No,,
mobot31753002207543,88793,27909658,144,Page 135,Text,No,,
mobot31753002207543,88793,27909659,145,Page 136,Text,No,,
mobot31753002207543,88793,27909660,146,Page 137,Text,No,,
mobot31753002207543,88793,27909661,147,Page 138,Text,No,,
mobot31753002207543,88793,27909662,148,Page 139,Text,No,,
mobot31753002207543,88793,27909663,149,Page 140,Text,No,,
mobot31753002207543,88793,27909664,150,Page 141,Text,No,,
mobot31753002207543,88793,27909665,151,Page 142,Text,No,,
mobot31753002207543,88793,27909666,152,Page 143,Text,No,,
mobot31753002207543,88793,27909667,153,Page 144,Text,No,,
mobot31753002207543,88793,27909668,154,Page 145,Text,No,,
mobot31753002207543,88793,27909669,155,Page 146,Text,No,,
mobot31753002207543,88793,27909670,156,Page 147,Text,No,,
mobot31753002207543,88793,27909671,157,Page 148,Text,No,,
mobot31753002207543,88793,27909672,158,Page 149,Text,No,,
mobot31753002207543,88793,27909673,159,Page 150,Text,No,,
mobot31753002207543,88793,27909674,160,Page 151,Text,No,,
mobot31753002207543,88793,27909675,161,Page 152,Text,No,,
mobot31753002207543,88793,27909676,162,Page 153,Text,No,,
mobot31753002207543,88793,27909677,163,Page 154,Text,No,,
mobot31753002207543,88793,27909678,164,Page 155,Text,No,,
mobot31753002207543,88793,27909679,165,Page 156,Text,No,,
mobot31753002207543,88793,27909680,166,Page 157,Text,No,,
mobot31753002207543,88793,27909681,167,Page 158,Text,No,,
mobot31753002207543,88793,27909682,168,Page 159,Text,No,,
mobot31753002207543,88793,27909683,169,Page 160,Text,No,,
mobot31753002207543,88793,27909684,170,Page 161,Text,No,,
mobot31753002207543,88793,27909685,171,Page 162,Text,No,,
mobot31753002207543,88793,27909686,172,Page 163,Text,No,,
mobot31753002207543,88793,27909687,173,Page 164,Text,No,,
mobot31753002207543,88793,27909688,174,Page 165,Text,No,,
mobot31753002207543,88793,27909689,175,Page 166,Text,No,,
mobot31753002207543,88793,27909690,176,Page 167,Text,No,,
mobot31753002207543,88793,27909691,177,Page 168,Text,No,,
mobot31753002207543,88793,27909692,178,Page 169,Text,No,,
mobot31753002207543,88793,27909693,179,Page 170,Text,No,,
mobot31753002207543,88793,27909694,180,Page 171,Text,No,,
mobot31753002207543,88793,27909695,181,Page 172,Text,No,,
mobot31753002207543,88793,27909696,182,Page 173,Text,No,,
mobot31753002207543,88793,27909697,183,Page 174,Text,No,,
mobot31753002207543,88793,27909698,184,Page 175,Text,No,,
mobot31753002207543,88793,27909699,185,Page 176,Text,No,,
mobot31753002207543,88793,27909700,186,Page 177,Text,No,,
mobot31753002207543,88793,27909701,187,Page 178,Text,No,,
mobot31753002207543,88793,27909702,188,Page 179,Text,No,,
mobot31753002207543,88793,27909703,189,Page 180,Text,No,,
mobot31753002207543,88793,27909704,190,Page 181,Text,No,,
mobot31753002207543,88793,27909705,191,Page 182,Text,No,,
mobot31753002207543,88793,27909706,192,,"Text, Blank",No,,
mobot31753002207543,88793,27909707,193,,"Text, Blank",No,,
mobot31753002207543,88793,27909708,194,Pl. 1,"Text, Illustration",Yes,,
mobot31753002207543,88793,27909709,195,Pl. 2,"Text, Illustration",Yes,,
mobot31753002207543,88793,27909710,196,Pl. 3,"Text, Illustration",Yes,,
mobot31753002207543,88793,27909711,197,Pl. 4,"Text, Illustration",Yes,,
mobot31753002207543,88793,27909712,198,Pl. 5,"Text, Illustration",Yes,,
mobot31753002207543,88793,27909713,199,Pl. 6,"Text, Illustration",Yes,,
mobot31753002207543,88793,27909714,200,Pl. 7,"Text, Illustration",Yes,,
mobot31753002207543,88793,27909715,201,Pl. 8,"Text, Illustration",Yes,,
mobot31753002207543,88793,27909716,202,Pl. 9,"Text, Illustration",Yes,,
mobot31753002207543,88793,27909717,203,Pl. 10,"Text, Illustration",Yes,,
mobot31753002207543,88793,27909718,204,Pl. 11,"Text, Illustration",Yes,,
mobot31753002207543,88793,27909719,205,Pl. 12,"Text, Illustration",Yes,,
mobot31753002207543,88793,27909720,206,Pl. 13,"Text, Illustration",Yes,,
mobot31753002207543,88793,27909721,207,Pl. 14,"Text, Illustration",Yes,,
mobot31753002207543,88793,27909722,208,Pl. 15,"Text, Illustration",Yes,,
mobot31753002207543,88793,27909723,209,Pl. 16,"Text, Illustration",Yes,,
mobot31753002207543,88793,27909724,210,Pl. 17,"Text, Illustration",Yes,,
mobot31753002207543,88793,27909725,211,Pl. 18,"Text, Illustration",Yes,,
mobot31753002207543,88793,27909726,212,Pl. 19,"Text, Illustration",Yes,,
mobot31753002207543,88793,27909727,213,Pl. 20,"Text, Illustration",Yes,,
mobot31753002207543,88793,27909728,214,Pl. 21,"Text, Illustration",Yes,,
mobot31753002207543,88793,27909729,215,Pl. 22,"Text, Illustration",Yes,,
mobot31753002207543,88793,27909730,216,Pl. 23,"Text, Illustration",Yes,,
mobot31753002207543,88793,27909731,217,Pl. 24,"Text, Illustration",Yes,,
mobot31753002207543,88793,27909732,218,Pl. 25,"Text, Illustration",Yes,,
mobot31753002207543,88793,27909733,219,Pl. 26,"Text, Illustration",Yes,,
mobot31753002207543,88793,27909734,220,Pl. 27,"Text, Illustration",Yes,,
mobot31753002207543,88793,27909735,221,Pl. 28,"Text, Illustration",Yes,,
mobot31753002207543,88793,27909736,222,Pl. 29,"Text, Illustration",Yes,,
mobot31753002207543,88793,27909737,223,Pl. 30,"Text, Illustration",Yes,,
mobot31753002262506,89819,28282457,1,,"Title Page, Text",No,,
mobot31753002262506,89819,28282458,2,Page iii,"Text, Table of Contents",No,,
mobot31753002262506,89819,28282459,3,Page iv,"Text, Table of Contents",No,,
mobot31753002262506,89819,28282460,4,Page 1,Text,No,,
mobot31753002262506,89819,28282461,5,Page 2,Text,No,,
mobot31753002262506,89819,28282462,6,Page 3,Text,No,,
mobot31753002262506,89819,28282463,7,Page 4,Text,No,,
mobot31753002262506,89819,28282464,8,Page 5,Text,No,,
mobot31753002262506,89819,28282465,9,Page 6,Text,No,,
mobot31753002262506,89819,28282466,10,Page 7,Text,No,,
mobot31753002262506,89819,28282174,11,Page 8,Text,No,,
mobot31753002262506,89819,28282175,12,Page 9,Text,No,,
mobot31753002262506,89819,28282176,13,Page 10,Text,No,,
mobot31753002262506,89819,28282177,14,Page 11,Text,No,,
mobot31753002262506,89819,28282178,15,Page 12,Text,No,,
mobot31753002262506,89819,28282179,16,Page 13,Text,No,,
mobot31753002262506,89819,28282180,17,Page 14,Text,No,,
mobot31753002262506,89819,28282181,18,Page 15,Text,No,,
mobot31753002262506,89819,28282182,19,Page 16,Text,No,,
mobot31753002262506,89819,28282183,20,Page 17,Text,No,,
mobot31753002262506,89819,28282184,21,Page 18,Text,No,,
mobot31753002262506,89819,28282185,22,Page 19,Text,No,,
mobot31753002262506,89819,28282186,23,Page 20,Text,No,,
mobot31753002262506,89819,28282187,24,Page 21,Text,No,,
mobot31753002262506,89819,28282188,25,Page 22,Text,No,,
mobot31753002262506,89819,28282189,26,Page 23,Text,No,,
mobot31753002262506,89819,28282190,27,Page 24,Text,No,,
mobot31753002262506,89819,28282191,28,Page 25,Text,No,,
mobot31753002262506,89819,28282192,29,Page [26],"Text, Blank",No,,
mobot31753002262506,89819,28282193,30,Page 27,Text,No,,
mobot31753002262506,89819,28282194,31,Page 28,Text,No,,
mobot31753002262506,89819,28282195,32,Page 29,Text,No,,
mobot31753002262506,89819,28282196,33,Page 30,Text,No,,
mobot31753002262506,89819,28282197,34,Page 31,Text,No,,
mobot31753002262506,89819,28282198,35,Page 32,Text,No,,
mobot31753002262506,89819,28282199,36,Page 33,Text,No,,
mobot31753002262506,89819,28282200,37,Page 34,Text,No,,
mobot31753002262506,89819,28282294,38,Page 35,Text,No,,
mobot31753002262506,89819,28282295,39,Page 36,Text,No,,
mobot31753002262506,89819,28282296,40,PLATE 1,"Text, Illustration",Yes,,
mobot31753002262506,89819,28282297,41,PLATE 2,"Text, Illustration",Yes,,
mobot31753002262506,89819,28282298,42,Page 37,Text,No,,
mobot31753002262506,89819,28282299,43,Page 38,Text,No,,
mobot31753002262506,89819,28282300,44,Page 39,Text,No,,
mobot31753002262506,89819,28282301,45,Page 40,Text,No,,
mobot31753002262506,89819,28282302,46,Page 41,Text,No,,
mobot31753002262506,89819,28282303,47,Page 42,Text,No,,
mobot31753002262506,89819,28282304,48,Page 43,Text,No,,
mobot31753002262506,89819,28282305,49,Page 44,Text,No,,
mobot31753002262506,89819,28282306,50,Page 45,Text,No,,
mobot31753002262506,89819,28282307,51,Page 46,Text,No,,
mobot31753002262506,89819,28282308,52,Page 47,Text,No,,
mobot31753002262506,89819,28282309,53,Page 48,Text,No,,
mobot31753002262506,89819,28282310,54,Page 49,Text,No,,
mobot31753002262506,89819,28282311,55,Page 50,Text,No,,
mobot31753002262506,89819,28282312,56,Page 51,Text,No,,
mobot31753002262506,89819,28282313,57,Page 52,Text,No,,
mobot31753002262506,89819,28282314,58,Page 53,Text,No,,
mobot31753002262506,89819,28282315,59,Page 54,Text,No,,
mobot31753002262506,89819,28282316,60,Page 55,Text,No,,
mobot31753002262506,89819,28282317,61,Page 56,Text,No,,
mobot31753002262506,89819,28282318,62,Page 57,Text,No,,
mobot31753002262506,89819,28282319,63,Page 58,Text,No,,
mobot31753002262506,89819,28282670,64,Page 59,Text,No,,
mobot31753002262506,89819,28282671,65,Page 60,Text,No,,
mobot31753002262506,89819,28282672,66,Page 61,Text,No,,
mobot31753002262506,89819,28282673,67,Page 62,Text,No,,
mobot31753002262506,89819,28282674,68,Page 63,Text,No,,
mobot31753002262506,89819,28282675,69,Page [64],"Text, Blank",No,,
mobot31753002262506,89819,28282676,70,Page 65,Text,No,,
mobot31753002262506,89819,28282677,71,Page 66,Text,No,,
mobot31753002262506,89819,28282678,72,Page 67,Text,No,,
mobot31753002262506,89819,28282679,73,Page 68,Text,No,,
mobot31753002262506,89819,28282680,74,Page 69,Text,No,,
mobot31753002262506,89819,28282681,75,Page 70,Text,No,,
mobot31753002262506,89819,28282682,76,Page 71,Text,No,,
mobot31753002262506,89819,28282683,77,Page 72,Text,No,,
mobot31753002262506,89819,28282684,78,PLATE 3,"Text, Illustration",Yes,,
mobot31753002262506,89819,28282685,79,PLATE 4,"Text, Illustration",Yes,,
mobot31753002262506,89819,28282686,80,PLATE 5,"Text, Illustration",Yes,,
mobot31753002262506,89819,28282687,81,Page 73,Text,No,,
mobot31753002262506,89819,28282688,82,Page 74,Text,No,,
mobot31753002262506,89819,28282689,83,Page 75,Text,No,,
mobot31753002262506,89819,28282690,84,Page 76,Text,No,,
mobot31753002262506,89819,28282691,85,Page 77,Text,No,,
mobot31753002262506,89819,28282692,86,Page 78,Text,No,,
mobot31753002262506,89819,28282693,87,Page 79,Text,No,,
mobot31753002262506,89819,28282694,88,Page 80,Text,No,,
mobot31753002262506,89819,28282695,89,Page 81,Text,No,,
mobot31753002262506,89819,28282696,90,Page 82,Text,No,,
mobot31753002262506,89819,28282697,91,Page 83,Text,No,,
mobot31753002262506,89819,28282698,92,Page 84,Text,No,,
mobot31753002262506,89819,28282699,93,Page 85,Text,No,,
mobot31753002262506,89819,28282700,94,Page 86,Text,No,,
mobot31753002262506,89819,28282701,95,Page 87,Text,No,,
mobot31753002262506,89819,28282702,96,Page 88,Text,No,,
mobot31753002262506,89819,28282703,97,Page 89,Text,No,,
mobot31753002262506,89819,28282704,98,Page 90,Text,No,,
mobot31753002262506,89819,28282705,99,Page 91,Text,No,,
mobot31753002262506,89819,28282706,100,Page 92,Text,No,,
mobot31753002262506,89819,28282707,101,Page 93,Text,No,,
mobot31753002262506,89819,28282708,102,Page 94,Text,No,,
mobot31753002262506,89819,28282709,103,Page 95,Text,No,,
mobot31753002262506,89819,28282710,104,Page 96,Text,No,,
mobot31753002262506,89819,28282711,105,Page 97,Text,No,,
mobot31753002262506,89819,28282712,106,Page 98,Text,No,,
mobot31753002262506,89819,28282713,107,Page 99,Text,No,,
mobot31753002262506,89819,28282714,108,Page 100,Text,No,,
mobot31753002262506,89819,28282715,109,Page 101,Text,No,,
mobot31753002262506,89819,28282716,110,Page 102,Text,No,,
mobot31753002262506,89819,28282717,111,Page 103,Text,No,,
mobot31753002262506,89819,28282718,112,Page 104,Text,No,,
mobot31753002262506,89819,28282719,113,Page 105,Text,No,,
mobot31753002262506,89819,28282720,114,Page 106,Text,No,,
mobot31753002262506,89819,28282721,115,PLATE 6,"Text, Illustration",Yes,,
mobot31753002262506,89819,28282722,116,PLATE 7,"Text, Illustration",Yes,,
mobot31753002262506,89819,28282361,117,Page 107,Text,No,,
mobot31753002262506,89819,28282362,118,Page 108,Text,No,,
mobot31753002262506,89819,28282363,119,Page 109,Text,No,,
mobot31753002262506,89819,28282364,120,Page 110,Text,No,,
mobot31753002262506,89819,28282365,121,Page 111,Text,No,,
mobot31753002262506,89819,28282366,122,Page 112,Text,No,,
mobot31753002262506,89819,28282367,123,Page 113,Text,No,,
mobot31753002262506,89819,28282368,124,Page 114,Text,No,,
mobot31753002262506,89819,28282369,125,Page 115,Text,No,,
mobot31753002262506,89819,28282370,126,Page 116,Text,No,,
mobot31753002262506,89819,28282371,127,Page 117,Text,No,,
mobot31753002262506,89819,28282372,128,Page 118,Text,No,,
mobot31753002262506,89819,28282373,129,Page 119,Text,No,,
mobot31753002262506,89819,28282374,130,Page 120,Text,No,,
mobot31753002262506,89819,28282375,131,Page 121,Text,No,,
mobot31753002262506,89819,28282376,132,Page 122,Text,No,,
mobot31753002262506,89819,28282377,133,Page 123,Text,No,,
mobot31753002262506,89819,28282378,134,Page 124,Text,No,,
mobot31753002262506,89819,28282379,135,Page 125,Text,No,,
mobot31753002262506,89819,28282380,136,Page [126],"Text, Blank",No,,
mobot31753002262506,89819,28282381,137,Page 127,Text,No,,
mobot31753002262506,89819,28282382,138,Page 128,Text,No,,
mobot31753002262506,89819,28282383,139,Page 129,Text,No,,
mobot31753002262506,89819,28282384,140,Page 130,Text,No,,
mobot31753002262506,89819,28282385,141,Page 131,Text,No,,
mobot31753002262506,89819,28282386,142,Page 132,Text,No,,
mobot31753002262506,89819,28282480,143,Page 133,Text,No,,
mobot31753002262506,89819,28282481,144,Page 134,Text,No,,
mobot31753002262506,89819,28282482,145,Page 135,Text,No,,
mobot31753002262506,89819,28282483,146,Page 136,Text,No,,
mobot31753002262506,89819,28282484,147,Page 137,Text,No,,
mobot31753002262506,89819,28282485,148,Page 138,Text,No,,
mobot31753002262506,89819,28282486,149,Page 139,Text,No,,
mobot31753002262506,89819,28282487,150,Page 140,Text,No,,
mobot31753002262506,89819,28282488,151,Page 141,Text,No,,
mobot31753002262506,89819,28282489,152,Page 142,Text,No,,
mobot31753002262506,89819,28282490,153,Page 143,Text,No,,
mobot31753002262506,89819,28282491,154,Page 144,Text,No,,
mobot31753002262506,89819,28282492,155,Page 145,Text,No,,
mobot31753002262506,89819,28282493,156,Page 146,Text,No,,
mobot31753002262506,89819,28282494,157,Page 147,Text,No,,
mobot31753002262506,89819,28282495,158,Page 148,Text,No,,
mobot31753002262506,89819,28282496,159,Page 149,Text,No,,
mobot31753002262506,89819,28282497,160,Page 150,Text,No,,
mobot31753002262506,89819,28282498,161,Page 151,Text,No,,
mobot31753002262506,89819,28282499,162,Page 152,Text,No,,
mobot31753002262506,89819,28282500,163,Page 153,Text,No,,
mobot31753002262506,89819,28282501,164,Page 154,Text,No,,
mobot31753002262506,89819,28282502,165,Page 155,Text,No,,
mobot31753002262506,89819,28282503,166,Page 156,Text,No,,
mobot31753002262506,89819,28282504,167,Page 157,Text,No,,
mobot31753002262506,89819,28282505,168,Page 158,Text,No,,
mobot31753002262506,89819,28282506,169,Page 159,Text,No,,
mobot31753002262506,89819,28282467,170,Page 160,Text,No,,
mobot31753002262506,89819,28282468,171,Page 161,Text,No,,
mobot31753002262506,89819,28282469,172,Page 162,Text,No,,
mobot31753002262506,89819,28282470,173,Page 163,Text,No,,
mobot31753002262506,89819,28282471,174,Page 164,Text,No,,
mobot31753002262506,89819,28282472,175,Page 165,Text,No,,
mobot31753002262506,89819,28282473,176,Page 166,Text,No,,
mobot31753002262506,89819,28282474,177,Page 167,Text,No,,
mobot31753002262506,89819,28282475,178,Page 168,Text,No,,
mobot31753002262506,89819,28282476,179,Page 169,Text,No,,
mobot31753002262506,89819,28282477,180,Page 170,Text,No,,
mobot31753002262506,89819,28282478,181,Page 171,Text,No,,
mobot31753002262506,89819,28282479,182,Page 172,Text,No,,
mobot31753002262506,89819,28282604,183,Page 173,Text,No,,
mobot31753002262506,89819,28282605,184,Page 174,Text,No,,
mobot31753002262506,89819,28282606,185,Page 175,Text,No,,
mobot31753002262506,89819,28282607,186,Page 176,Text,No,,
mobot31753002262506,89819,28282608,187,Page 177,Text,No,,
mobot31753002262506,89819,28282609,188,Page 178,Text,No,,
mobot31753002262506,89819,28282610,189,Page 179,Text,No,,
mobot31753002262506,89819,28282611,190,Page 180,Text,No,,
mobot31753002262506,89819,28282612,191,Page 181,Text,No,,
mobot31753002262506,89819,28282613,192,Page 182,Text,No,,
mobot31753002262506,89819,28282614,193,Page 183,Text,No,,
mobot31753002262506,89819,28282615,194,Page 184,Text,No,,
mobot31753002262506,89819,28282616,195,Page 185,Text,No,,
mobot31753002262506,89819,28282617,196,Page 186,Text,No,,
mobot31753002262506,89819,28282618,197,Page 187,Text,No,,
mobot31753002262506,89819,28282619,198,Page [188],"Text, Blank",No,,
mobot31753002262506,89819,28282620,199,Page 189,Text,No,,
mobot31753002262506,89819,28282621,200,Page 190,Text,No,,
mobot31753002262506,89819,28282622,201,Page 191,Text,No,,
mobot31753002262506,89819,28282623,202,Page 192,Text,No,,
mobot31753002262506,89819,28282624,203,Page 193,Text,No,,
mobot31753002262506,89819,28282625,204,Page 194,Text,No,,
mobot31753002262506,89819,28282626,205,PLATE 8,"Text, Illustration",Yes,,
mobot31753002262506,89819,28282627,206,Page 195,Text,No,,
mobot31753002262506,89819,28282628,207,Page 196,Text,No,,
mobot31753002262506,89819,28282629,208,Page 197,Text,No,,
mobot31753002262506,89819,28282630,209,Page 198,Text,No,,
mobot31753002262506,89819,28282631,210,Page 199,Text,No,,
mobot31753002262506,89819,28282632,211,Page 200,Text,No,,
mobot31753002262506,89819,28282633,212,Page 201,Text,No,,
mobot31753002262506,89819,28282634,213,Page 202,Text,No,,
mobot31753002262506,89819,28282874,214,Page 203,Text,No,,
mobot31753002262506,89819,28282875,215,Page 204,Text,No,,
mobot31753002262506,89819,28282876,216,Page 205,Text,No,,
mobot31753002262506,89819,28282877,217,Page 206,Text,No,,
mobot31753002262506,89819,28282878,218,Page 207,Text,No,,
mobot31753002262506,89819,28282879,219,Page 208,Text,No,,
mobot31753002262506,89819,28282880,220,Page 209,Text,No,,
mobot31753002262506,89819,28282881,221,Page 210,Text,No,,
mobot31753002262506,89819,28282882,222,Page 211,Text,No,,
mobot31753002262506,89819,28282320,223,Page 212,Text,No,,
mobot31753002262506,89819,28282321,224,Page 213,Text,No,,
mobot31753002262506,89819,28282322,225,Page 214,Text,No,,
mobot31753002262506,89819,28282323,226,Page 215,Text,No,,
mobot31753002262506,89819,28282324,227,Page 216,Text,No,,
mobot31753002262506,89819,28283055,228,Page 217,Text,No,,
mobot31753002262506,89819,28283056,229,Page 218,Text,No,,
mobot31753002262506,89819,28283057,230,Page 219,Text,No,,
mobot31753002262506,89819,28283058,231,Page 220,Text,No,,
mobot31753002262506,89819,28283059,232,Page 221,Text,No,,
mobot31753002262506,89819,28283060,233,Page 222,Text,No,,
mobot31753002262506,89819,28283061,234,Page 223,Text,No,,
mobot31753002262506,89819,28283062,235,Page 224,Text,No,,
mobot31753002262506,89819,28283063,236,Page 225,Text,No,,
mobot31753002262506,89819,28283064,237,Page 226,Text,No,,
mobot31753002262506,89819,28283065,238,Page 227,Text,No,,
mobot31753002262506,89819,28283066,239,Page 228,Text,No,,
mobot31753002262506,89819,28283067,240,Page 229,Text,No,,
mobot31753002262506,89819,28283068,241,Page 230,Text,No,,
mobot31753002262506,89819,28283069,242,Page 231,Text,No,,
mobot31753002262506,89819,28283070,243,Page 232,Text,No,,
mobot31753002262506,89819,28283071,244,Page 233,Text,No,,
mobot31753002262506,89819,28283072,245,Page 234,Text,No,,
mobot31753002262506,89819,28283073,246,PLATE 9,"Text, Illustration",Yes,,
mobot31753002262506,89819,28283074,247,PLATE 10,"Text, Illustration",Yes,,
mobot31753002262506,89819,28283075,248,PLATE 11,"Text, Illustration",Yes,,
mobot31753002262506,89819,28283076,249,Page 235,Text,No,,
mobot31753002262506,89819,28283077,250,Page 236,Text,No,,
mobot31753002262506,89819,28283078,251,Page 237,Text,No,,
mobot31753002262506,89819,28283079,252,Page 238,Text,No,,
mobot31753002262506,89819,28283080,253,Page 239,Text,No,,
mobot31753002262506,89819,28283081,254,Page 240,Text,No,,
mobot31753002262506,89819,28283082,255,Page 241,Text,No,,
mobot31753002262506,89819,28283083,256,Page 242,Text,No,,
mobot31753002262506,89819,28283084,257,Page 243,Text,No,,
mobot31753002262506,89819,28283085,258,Page 244,Text,No,,
mobot31753002262506,89819,28283086,259,Page 245,Text,No,,
mobot31753002262506,89819,28283087,260,Page 246,Text,No,,
mobot31753002262506,89819,28283088,261,Page 247,Text,No,,
mobot31753002262506,89819,28283089,262,Page 248,Text,No,,
mobot31753002262506,89819,28283090,263,Page 249,Text,No,,
mobot31753002262506,89819,28283091,264,Page 250,Text,No,,
mobot31753002262506,89819,28283092,265,Page 251,Text,No,,
mobot31753002262506,89819,28283093,266,Page 252,Text,No,,
mobot31753002262506,89819,28283094,267,Page 253,Text,No,,
mobot31753002262506,89819,28283095,268,Page 254,Text,No,,
mobot31753002262506,89819,28283096,269,Page 255,Text,No,,
mobot31753002262506,89819,28283097,270,Page 256,Text,No,,
mobot31753002262506,89819,28283098,271,Page 257,Text,No,,
mobot31753002262506,89819,28283099,272,Page 258,Text,No,,
mobot31753002262506,89819,28283100,273,Page 259,Text,No,,
mobot31753002262506,89819,28283101,274,Page 260,Text,No,,
mobot31753002262506,89819,28283102,275,Page 261,Text,No,,
mobot31753002262506,89819,28282723,276,Page 262,Text,No,,
mobot31753002262506,89819,28282724,277,Page 263,Text,No,,
mobot31753002262506,89819,28282725,278,Page 264,Text,No,,
mobot31753002262506,89819,28282726,279,Page 265,Text,No,,
mobot31753002262506,89819,28282727,280,Page 266,Text,No,,
mobot31753002262506,89819,28282728,281,Page 267,Text,No,,
mobot31753002262506,89819,28282729,282,Page 268,Text,No,,
mobot31753002262506,89819,28282730,283,Page 269,Text,No,,
mobot31753002262506,89819,28282731,284,Page 270,Text,No,,
mobot31753002262506,89819,28282732,285,Page 271,Text,No,,
mobot31753002262506,89819,28282733,286,Page 272,Text,No,,
mobot31753002262506,89819,28282734,287,Page 273,Text,No,,
mobot31753002262506,89819,28282735,288,Page [274],"Text, Blank",No,,
mobot31753002262506,89819,28282736,289,Page 275,Text,No,,
mobot31753002262506,89819,28282737,290,Page 276,Text,No,,
mobot31753002262506,89819,28282738,291,Page 277,Text,No,,
mobot31753002262506,89819,28282739,292,Page 278,Text,No,,
mobot31753002262506,89819,28282740,293,Page 279,Text,No,,
mobot31753002262506,89819,28282741,294,Page 280,Text,No,,
mobot31753002262506,89819,28282742,295,Page 281,Text,No,,
mobot31753002262506,89819,28282743,296,Page 282,Text,No,,
mobot31753002262506,89819,28282744,297,Page 283,Text,No,,
mobot31753002262506,89819,28282745,298,Page 284,Text,No,,
mobot31753002262506,89819,28282746,299,Page 285,Text,No,,
mobot31753002262506,89819,28282747,300,Page 286,Text,No,,
mobot31753002262506,89819,28282748,301,Page 287,Text,No,,
mobot31753002262506,89819,28282749,302,Page 288,Text,No,,
mobot31753002262506,89819,28282750,303,Page 289,Text,No,,
mobot31753002262506,89819,28282751,304,Page 290,Text,No,,
mobot31753002262506,89819,28282752,305,Page 291,Text,No,,
mobot31753002262506,89819,28282753,306,Page 292,"Text, Illustration",Yes,,
mobot31753002262506,89819,28282754,307,Page 293,Text,No,,
mobot31753002262506,89819,28282755,308,Page 294,Text,No,,
mobot31753002262506,89819,28282756,309,Page 295,Text,No,,
mobot31753002262506,89819,28282757,310,Page 296,Text,No,,
mobot31753002262506,89819,28282758,311,Page 297,Text,No,,
mobot31753002262506,89819,28282759,312,Page 298,Text,No,,
mobot31753002262506,89819,28282760,313,Page 299,Text,No,,
mobot31753002262506,89819,28282761,314,Page 300,Text,No,,
mobot31753002262506,89819,28282762,315,Page 301,Text,No,,
mobot31753002262506,89819,28282763,316,Page 302,Text,No,,
mobot31753002262506,89819,28282764,317,Page 303,Text,No,,
mobot31753002262506,89819,28282765,318,Page 304,Text,No,,
mobot31753002262506,89819,28282766,319,Page 305,Text,No,,
mobot31753002262506,89819,28282767,320,Page 306,Text,No,,
mobot31753002262506,89819,28282768,321,Page 307,Text,No,,
mobot31753002262506,89819,28282769,322,Page 308,Text,No,,
